"Database_Name","Table_Name","Column_Name","Column_Order","Column_Type_Full","Data_Type_Base","Is_Nullable","Column_Key_Type","Default_Value","Extra_Info","Column_Comment"
smap2_db,alembic_version,version_num,1,varchar(32),varchar,NO,PRI,,"",""
smap2_db,banner_t,bt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,banner_t,bt_type,2,tinyint(1),tinyint,YES,MUL,NULL,"",구분 1:메인배너
smap2_db,banner_t,bt_title,3,varchar(100),varchar,YES,MUL,NULL,"",제목
smap2_db,banner_t,bt_file,4,varchar(50),varchar,YES,"",NULL,"",파일명
smap2_db,banner_t,bt_file_ori,5,varchar(50),varchar,YES,"",NULL,"",원본파일명
smap2_db,banner_t,bt_file_size,6,varchar(50),varchar,YES,"",NULL,"",파일사이즈
smap2_db,banner_t,bt_url,7,varchar(255),varchar,YES,"",NULL,"",url
smap2_db,banner_t,bt_target,8,tinyint(1),tinyint,YES,"",NULL,"","타겟 1:새창, 2:현재창"
smap2_db,banner_t,bt_rank,9,int(11),int,YES,"",NULL,"",노출순서 (낮을수록 먼저 노출)
smap2_db,banner_t,bt_show,10,"enum('Y','N')",enum,YES,MUL,'Y',"",노출여부
smap2_db,banner_t,bt_wdate,11,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,coupon_log_t,clt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,coupon_log_t,mt_idx,2,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,coupon_log_t,coupon_idx,3,int(11),int,YES,MUL,NULL,"",쿠폰idx
smap2_db,coupon_log_t,coupon_code,4,varchar(50),varchar,YES,MUL,NULL,"",쿠폰코드
smap2_db,coupon_log_t,clt_show,5,"enum('Y','N')",enum,YES,"",'Y',"",노출여부 Y:노출 N:미노출
smap2_db,coupon_log_t,clt_wdate,6,datetime,datetime,YES,"",NULL,"",사용일자
smap2_db,coupon_log_t,clt_cdate,7,datetime,datetime,YES,"",NULL,"",취소일시
smap2_db,coupon_t,ct_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,coupon_t,ct_title,2,varchar(255),varchar,YES,MUL,NULL,"",쿠폰명
smap2_db,coupon_t,ct_subtitle,3,varchar(255),varchar,YES,MUL,NULL,"",쿠폰설명
smap2_db,coupon_t,ct_code,4,varchar(50),varchar,YES,MUL,NULL,"",쿠폰코드
smap2_db,coupon_t,ct_type1,5,tinyint(1),tinyint,YES,MUL,"1","","쿠폰기간 1:기간, 2:발급일기준"
smap2_db,coupon_t,ct_sdate,6,date,date,YES,MUL,NULL,"",시작일
smap2_db,coupon_t,ct_edate,7,date,date,YES,MUL,NULL,"",마감일
smap2_db,coupon_t,ct_days,8,tinyint(4),tinyint,YES,"",NULL,"",가용일수(유료플랜 일수)
smap2_db,coupon_t,ct_use,9,"enum('Y','N')",enum,YES,"",'Y',"",사용여부
smap2_db,coupon_t,ct_end,10,"enum('Y','N')",enum,YES,"",'Y',"",만료여부
smap2_db,coupon_t,ct_show,11,"enum('Y','N')",enum,YES,MUL,'Y',"",노출여부
smap2_db,coupon_t,ct_wdate,12,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,coupon_t,ct_udate,13,datetime,datetime,YES,"",NULL,"",수정일시
smap2_db,coupon_t,ct_member,14,varchar(50),varchar,YES,"",NULL,"",회원명
smap2_db,cte,mlt_idx,1,int(11),int,YES,"",NULL,"",""
smap2_db,cte,mt_idx,2,int(11),int,YES,"",NULL,"",""
smap2_db,cte,mlt_lat,3,"decimal(16,14)",decimal,YES,"",NULL,"",""
smap2_db,cte,mlt_long,4,"decimal(17,14)",decimal,YES,"",NULL,"",""
smap2_db,cte,mlt_accuacy,5,float,float,YES,"",NULL,"",""
smap2_db,cte,mlt_speed,6,float,float,YES,"",NULL,"",""
smap2_db,cte,mlt_battery,7,tinyint(4),tinyint,YES,"",NULL,"",""
smap2_db,cte,mlt_fine_location,8,char(1),char,YES,"",NULL,"",""
smap2_db,cte,mlt_location_chk,9,char(1),char,YES,"",NULL,"",""
smap2_db,cte,mt_health_work,10,smallint(6),smallint,YES,"",NULL,"",""
smap2_db,cte,mlt_gps_time,11,datetime,datetime,YES,"",NULL,"",""
smap2_db,cte,mlt_wdate,12,datetime,datetime,YES,"",NULL,"",""
smap2_db,cte,time_diff,13,varchar(19),varchar,YES,"",NULL,"",""
smap2_db,faq_category_t,fct_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,faq_category_t,fct_name,2,varchar(50),varchar,YES,MUL,NULL,"",카테고리명
smap2_db,faq_category_t,fct_rank,3,int(11),int,YES,"",NULL,"",노출순서 낮을수록 상위노출
smap2_db,faq_category_t,fct_show,4,"enum('Y','N')",enum,YES,MUL,'Y',"",노출여부 
smap2_db,faq_category_t,fct_wdate,5,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,faq_t,ft_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,faq_t,fct_idx,2,int(11),int,YES,MUL,NULL,"",카테고리idx
smap2_db,faq_t,fct_name,3,varchar(50),varchar,YES,"",NULL,"",카테고리명
smap2_db,faq_t,ft_title,4,varchar(200),varchar,YES,MUL,NULL,"",제목
smap2_db,faq_t,ft_content,5,mediumtext,mediumtext,YES,"",NULL,"",내용
smap2_db,faq_t,ft_rank,6,int(11),int,YES,"",NULL,"",노출순서 낮을수록 상위노출
smap2_db,faq_t,ft_show,7,"enum('Y','N')",enum,YES,MUL,'Y',"",노출여부
smap2_db,faq_t,ft_wdate,8,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,member_location_log_t,mlt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,member_location_log_t,mt_idx,2,int(11),int,NO,PRI,,"",회원idx
smap2_db,member_location_log_t,mlt_lat,3,"decimal(16,14)",decimal,YES,MUL,NULL,"",위도
smap2_db,member_location_log_t,mlt_long,4,"decimal(17,14)",decimal,YES,MUL,NULL,"",경도
smap2_db,member_location_log_t,mlt_accuacy,5,float,float,YES,MUL,NULL,"",위치값(수평 정확도)
smap2_db,member_location_log_t,mlt_speed,6,float,float,YES,MUL,NULL,"",속도(m/s)
smap2_db,member_location_log_t,mlt_battery,7,tinyint(4),tinyint,YES,MUL,NULL,"",배터리
smap2_db,member_location_log_t,mlt_fine_location,8,"enum('Y','N')",enum,YES,MUL,'Y',"",위치정확도
smap2_db,member_location_log_t,mlt_location_chk,9,"enum('Y','N')",enum,YES,MUL,'Y',"",위치정보허용여부
smap2_db,member_location_log_t,mt_health_work,10,smallint(6),smallint,YES,MUL,NULL,"",걸음수
smap2_db,member_location_log_t,mlt_gps_time,11,datetime,datetime,NO,PRI,,"",gps 시간
smap2_db,member_location_log_t,mlt_wdate,12,datetime,datetime,YES,MUL,NULL,"",등록일시
smap2_db,member_location_log_t,stay_lat,13,"decimal(16,14)",decimal,YES,"",NULL,"",체류 중심위도
smap2_db,member_location_log_t,stay_long,14,"decimal(17,14)",decimal,YES,"",NULL,"",체류 중심경도
smap2_db,member_location_log_t_back,mlt_idx,1,int(11),int,NO,"","0","",""
smap2_db,member_location_log_t_back,mt_idx,2,int(11),int,YES,"",NULL,"",회원idx
smap2_db,member_location_log_t_back,mlt_lat,3,"decimal(16,14)",decimal,YES,"",NULL,"",위도
smap2_db,member_location_log_t_back,mlt_long,4,"decimal(17,14)",decimal,YES,"",NULL,"",경도
smap2_db,member_location_log_t_back,mlt_accuacy,5,float,float,YES,"",NULL,"",위치값(수평 정확도)
